query_index,true_label,prediction,selected_cluster,dataset,method,epsilon,K,seed
57,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
58,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
59,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
60,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
61,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
62,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
63,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
64,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
65,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
66,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
67,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
68,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
69,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
70,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
71,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
72,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
73,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
74,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
75,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
76,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
77,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
78,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
79,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
80,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
81,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
82,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
83,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
84,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
85,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
86,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
87,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
88,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
89,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
90,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
91,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
92,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
93,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
94,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
95,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
96,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
97,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
98,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
99,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1005
0,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
1,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
2,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
3,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
4,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
5,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
6,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
7,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
8,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
9,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
10,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
11,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
12,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
13,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
14,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
15,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
16,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
17,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
18,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
19,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
20,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
21,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
22,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
23,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
24,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
25,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
26,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
27,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
28,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
29,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
30,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
31,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
32,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
33,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
34,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
35,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
36,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
37,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
38,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
39,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
40,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
41,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
42,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
43,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
44,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
45,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
46,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
47,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
48,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
49,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
50,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
51,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
52,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
53,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
54,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
55,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
56,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
57,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
58,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
59,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
60,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
61,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
62,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
63,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
64,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
65,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
66,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
67,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
68,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
69,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
70,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
71,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
72,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
73,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
74,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
75,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
76,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
77,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
78,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
79,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
80,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
81,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
82,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
83,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
84,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
85,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
86,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
87,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
88,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
89,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
90,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
91,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
92,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
93,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
94,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
95,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
96,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
97,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
98,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
99,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1006
0,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
1,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
2,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
3,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
4,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
5,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
6,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
7,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
8,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
9,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
10,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
11,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
12,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
13,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
14,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
15,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
16,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
17,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
18,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
19,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
20,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
21,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
22,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
23,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
24,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
25,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
26,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
27,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
28,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
29,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
30,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
31,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
32,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
33,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
34,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
35,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
36,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
37,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
38,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
39,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
40,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
41,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
42,1,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
43,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
44,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
45,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
46,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
47,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
48,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
49,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
50,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
51,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
52,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
53,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
54,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
55,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
56,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
57,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
58,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
59,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
60,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
61,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
62,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
63,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
64,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
65,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
66,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
67,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
68,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
69,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
70,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
71,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
72,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
73,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
74,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
75,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
76,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
77,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
78,1,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
79,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
80,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
81,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
82,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
83,0,1,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
84,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
85,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
86,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
87,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
88,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
89,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
90,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
91,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
92,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
93,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
94,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
95,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
96,0,0,2,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
97,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
98,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
99,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1007
0,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
1,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
2,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
3,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
4,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
5,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
6,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
7,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
8,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
9,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
10,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
11,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
12,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
13,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
14,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
15,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
16,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
17,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
18,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
19,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
20,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
21,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
22,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
23,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
24,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
25,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
26,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
27,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
28,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
29,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
30,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
31,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
32,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
33,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
34,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
35,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
