AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,FER,RAC1P,label
27.0,19,5,2,2,0,1,1,4,1,1,2,2,2,27000.0,1,2,1,0
63.0,19,5,2,2,0,1,1,4,1,1,2,2,2,24000.0,1,0,2,0
39.0,14,5,1,2,0,5,1,4,4,2,2,2,2,30000.0,1,0,9,1
33.0,14,5,2,1,0,1,3,4,1,1,2,2,1,6500.0,6,2,2,1
58.0,19,2,1,2,0,1,1,4,1,1,2,2,2,11000.0,6,0,2,0
41.0,17,1,1,2,0,5,1,4,1,2,2,2,2,8900.0,1,0,2,0
18.0,18,5,2,2,0,1,3,4,2,1,2,2,2,4000.0,6,2,9,0
33.0,16,5,2,2,0,1,3,4,4,1,2,2,2,17600.0,1,2,1,0
46.0,19,1,1,2,0,5,1,4,4,2,2,2,2,12000.0,2,0,1,1
63.0,21,1,2,2,0,1,1,4,2,1,2,2,2,0.0,3,0,1,0
37.0,8,1,1,2,0,5,1,4,1,2,2,2,2,24200.0,1,0,1,1
32.0,16,5,2,2,0,1,1,4,4,1,2,2,2,20000.0,1,2,9,0
21.0,16,5,1,2,0,1,3,1,1,1,2,2,2,24000.0,4,0,1,0
26.0,14,5,1,2,0,1,1,4,4,1,2,2,2,25000.0,1,0,9,0
17.0,14,5,1,2,7,1,1,4,2,1,2,2,2,8000.0,1,0,1,0
34.0,16,5,1,2,0,5,1,4,1,2,2,2,2,11000.0,1,0,2,0
61.0,20,3,2,1,0,1,1,4,1,1,2,2,2,10500.0,6,0,1,1
33.0,16,1,2,2,0,4,1,4,1,2,2,2,2,18500.0,1,2,6,0
54.0,20,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
24.0,19,5,1,2,0,2,1,4,1,1,2,2,2,0.0,6,0,6,0
32.0,18,4,2,2,0,1,3,4,1,1,2,2,2,24000.0,1,2,1,0
62.0,22,1,1,2,0,1,1,4,1,1,2,2,2,20000.0,3,0,1,0
26.0,16,1,2,2,0,5,1,4,1,2,2,2,2,5000.0,1,2,1,1
31.0,16,3,2,2,0,4,1,4,1,2,2,2,2,20000.0,1,2,1,0
35.0,16,1,1,2,0,5,1,4,4,2,2,2,2,26000.0,1,0,9,1
30.0,19,5,2,2,0,1,1,4,2,1,2,2,2,24000.0,1,2,1,1
39.0,16,1,2,2,0,5,3,4,1,2,2,2,2,520.0,6,2,6,1
31.0,19,3,2,2,0,1,1,4,4,1,2,2,2,10000.0,1,1,1,0
57.0,16,1,2,2,0,1,1,4,4,1,2,2,2,16000.0,1,0,2,1
21.0,19,5,2,2,0,1,1,4,1,1,2,2,2,2000.0,1,2,1,1
38.0,19,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
42.0,15,1,1,2,0,5,1,4,1,2,2,2,2,12000.0,1,0,1,1
53.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,2,0
26.0,16,5,1,1,0,1,1,4,1,1,2,2,1,18900.0,6,0,1,1
52.0,21,1,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,1,0
27.0,19,5,2,2,0,1,1,4,2,1,2,2,2,16200.0,1,2,8,1
62.0,21,5,2,2,0,4,1,4,2,2,2,2,2,21000.0,1,0,6,0
18.0,18,5,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,0
27.0,16,5,2,2,0,1,1,4,2,1,2,2,2,12000.0,1,2,1,0
48.0,17,3,2,2,0,1,1,4,2,1,2,2,2,13380.0,1,2,2,1
32.0,21,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,2,0
18.0,18,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,3,1
25.0,18,5,2,1,0,1,3,4,1,1,2,2,1,0.0,3,2,1,1
28.0,19,5,1,2,0,1,1,4,2,1,2,2,2,12000.0,1,0,9,1
53.0,21,5,1,1,0,1,1,4,1,1,2,2,2,13000.0,6,0,1,1
23.0,19,5,2,2,0,1,1,4,1,1,2,2,2,4000.0,6,2,1,0
16.0,14,5,1,2,0,1,1,0,1,1,2,2,2,0.0,6,0,6,0
17.0,13,5,1,2,2,1,1,4,2,1,2,2,2,0.0,6,0,1,1
27.0,16,1,2,2,0,1,1,4,4,1,2,2,2,20000.0,1,2,8,0
22.0,21,5,1,2,0,1,3,4,4,1,2,2,2,0.0,6,0,6,0
19.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
54.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
20.0,19,5,2,2,0,2,3,4,1,1,2,2,2,16000.0,1,2,1,0
52.0,17,5,2,1,0,1,1,4,1,1,2,2,1,13800.0,6,0,1,1
17.0,14,5,1,2,1,1,1,4,1,1,2,2,2,3000.0,6,0,1,1
46.0,19,1,2,1,0,1,1,4,2,1,2,2,1,0.0,6,2,9,0
23.0,19,5,2,2,0,1,1,4,1,1,2,2,2,10200.0,6,2,1,0
27.0,14,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,1,0
28.0,19,1,1,2,0,5,1,4,1,2,2,2,2,12000.0,1,0,1,0
33.0,17,1,1,2,0,1,3,4,1,1,2,2,2,30000.0,1,0,8,1
47.0,19,5,1,1,0,3,1,2,2,1,2,2,2,4100.0,6,0,1,1
17.0,14,5,1,2,5,1,1,4,1,1,2,2,2,0.0,6,0,8,0
53.0,19,5,2,1,0,1,1,4,2,1,2,2,1,11000.0,6,0,1,1
17.0,12,5,1,2,2,1,1,4,1,1,2,2,2,0.0,6,0,1,1
62.0,1,1,2,1,0,4,1,4,4,2,2,1,1,6000.0,6,0,8,0
19.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
38.0,19,1,1,2,0,1,3,4,4,1,2,2,2,2200.0,6,0,1,1
38.0,11,3,2,2,0,4,3,4,1,2,2,2,2,1200.0,3,2,9,1
20.0,19,5,2,1,0,1,1,4,1,1,2,2,1,12000.0,1,2,1,1
30.0,21,5,2,2,0,1,1,4,1,1,2,2,2,26000.0,1,2,8,0
19.0,18,5,2,2,0,5,3,4,1,2,2,2,2,0.0,6,2,6,0
64.0,19,3,1,2,0,4,1,2,1,2,2,2,2,13200.0,6,0,1,1
35.0,20,3,2,1,0,1,1,4,1,1,2,2,1,22000.0,1,2,8,1
31.0,21,1,2,2,0,1,1,4,1,1,2,2,2,16000.0,1,2,1,0
31.0,21,1,2,2,0,1,1,4,1,1,2,2,2,12000.0,1,2,1,1
21.0,18,5,2,2,0,1,1,4,1,1,2,2,2,23000.0,1,2,1,0
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,0
63.0,19,1,1,2,0,4,1,4,1,2,2,2,2,25000.0,1,0,8,0
24.0,16,5,1,2,0,4,1,4,2,2,2,2,2,0.0,3,0,1,0
31.0,19,1,2,2,0,1,1,4,2,1,2,2,2,23000.0,1,2,9,0
47.0,22,1,1,2,0,4,1,4,1,2,2,2,2,20000.0,1,0,6,0
63.0,8,1,2,2,0,5,1,4,4,2,2,2,2,6000.0,6,0,8,0
54.0,21,1,2,2,0,5,1,4,1,2,2,2,2,12000.0,6,0,6,0
19.0,19,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
21.0,21,5,1,2,0,1,3,4,1,1,2,2,2,20000.0,6,0,1,0
37.0,16,1,2,2,0,1,1,4,1,1,2,2,2,26600.0,6,1,1,1
19.0,18,5,1,2,0,1,1,4,2,1,2,2,2,0.0,3,0,1,0
20.0,15,5,1,1,0,1,1,4,1,1,2,2,1,8000.0,6,0,1,1
21.0,19,5,1,2,0,1,3,4,4,1,2,2,2,15000.0,6,0,2,0
51.0,21,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
16.0,13,5,2,2,0,5,2,0,1,2,2,2,2,0.0,6,2,6,0
43.0,21,1,1,2,0,1,1,4,4,1,2,2,2,-7100.0,1,0,1,0
26.0,21,5,2,2,0,1,1,4,4,1,2,2,2,5100.0,6,2,2,0
18.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,1
26.0,21,5,2,2,0,4,3,4,1,2,2,2,2,24000.0,1,2,8,1
18.0,14,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,1
24.0,18,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,1,0
22.0,20,5,1,2,0,4,1,3,1,2,2,2,2,16000.0,1,0,6,1
48.0,16,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,1,0
18.0,16,5,2,2,0,1,1,4,4,1,2,2,2,7000.0,1,2,8,1
49.0,1,1,2,2,0,4,1,4,4,2,2,2,2,0.0,6,2,1,1
19.0,19,5,2,2,0,1,3,4,2,1,2,2,2,12000.0,1,2,6,0
36.0,20,1,2,2,0,1,3,4,4,1,2,2,2,0.0,6,1,1,0
15.0,11,5,1,2,7,1,1,0,4,1,2,2,2,0.0,0,0,9,0
26.0,15,3,2,2,0,5,3,4,1,2,2,2,2,10000.0,1,2,1,1
53.0,19,1,2,2,0,4,1,4,4,2,2,2,2,0.0,6,0,8,0
54.0,21,1,2,2,0,1,1,4,4,1,2,2,2,13000.0,1,0,1,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,1
62.0,20,5,1,2,0,1,1,4,1,1,2,2,2,23600.0,6,0,1,0
33.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,3,0,1,1
17.0,14,5,2,2,1,1,1,4,4,1,2,2,2,0.0,6,2,1,1
44.0,18,1,1,2,0,1,1,4,1,1,2,2,2,15000.0,1,0,2,1
56.0,15,1,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,1
59.0,20,1,2,1,0,4,1,4,1,2,2,2,2,0.0,6,0,1,0
20.0,19,5,1,2,0,4,1,4,4,2,2,2,2,20000.0,1,0,6,1
42.0,21,4,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,2,0
19.0,18,5,1,2,0,1,3,4,2,1,2,2,2,6200.0,3,0,1,1
23.0,16,5,1,2,0,1,3,4,3,1,2,2,2,12000.0,2,0,1,0
54.0,21,4,2,1,0,1,3,4,4,1,2,2,1,0.0,6,0,1,0
52.0,16,1,2,1,0,1,3,4,2,1,2,2,1,18000.0,2,0,1,0
15.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,0,0,1,0
55.0,15,3,2,2,0,5,1,4,1,2,2,2,2,11000.0,1,0,1,0
55.0,21,1,2,2,0,1,1,4,1,1,2,2,2,10000.0,2,0,1,0
42.0,21,1,1,2,0,4,1,4,2,2,2,2,2,18000.0,1,0,8,0
16.0,14,5,1,2,1,1,1,0,4,1,2,2,2,0.0,6,0,9,1
37.0,16,1,2,2,0,4,1,4,4,2,2,2,2,20000.0,1,2,8,0
61.0,16,4,1,2,0,1,1,2,1,1,2,2,2,9800.0,6,0,2,1
26.0,19,5,2,2,0,5,3,4,1,2,2,2,2,19000.0,1,2,6,1
63.0,19,5,2,1,0,1,1,4,1,1,2,2,2,11300.0,6,0,2,1
44.0,13,5,1,2,0,1,1,4,1,1,2,2,2,21000.0,1,0,1,1
59.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,0
26.0,19,5,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,9,0
62.0,18,3,2,2,0,1,1,4,2,1,2,2,2,14500.0,3,0,1,1
28.0,19,1,2,2,0,1,3,4,2,1,2,2,2,9000.0,1,2,1,1
29.0,16,5,1,2,0,5,3,4,1,2,2,2,2,0.0,6,0,6,1
46.0,15,3,2,2,0,1,3,4,2,1,2,2,2,19900.0,1,2,1,0
31.0,21,3,2,2,0,5,1,4,2,2,2,2,2,17000.0,1,2,1,1
19.0,14,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,1,1
29.0,22,1,2,2,0,5,2,4,1,2,2,2,2,25000.0,3,2,6,0
43.0,14,5,1,1,0,1,3,4,1,1,2,2,1,14000.0,6,0,2,1
45.0,18,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
24.0,21,5,2,2,0,1,3,4,1,1,2,2,2,17500.0,6,2,1,0
18.0,16,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,6,0
57.0,20,5,1,1,0,4,1,4,1,2,1,1,1,10000.0,6,0,6,1
17.0,15,5,1,2,1,1,1,4,1,1,2,2,2,300.0,6,0,2,0
39.0,22,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
22.0,19,1,2,2,0,1,1,4,1,1,2,2,2,8000.0,6,2,1,0
53.0,14,1,2,2,0,4,3,4,1,2,2,2,2,27000.0,1,0,8,1
25.0,15,5,1,2,0,5,1,4,1,2,2,2,2,25000.0,1,0,6,1
15.0,12,5,2,2,1,1,1,0,1,1,2,2,2,0.0,0,2,6,0
32.0,18,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,8,0
63.0,19,1,2,2,0,4,1,4,1,2,2,2,2,20000.0,1,0,1,0
34.0,19,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
44.0,21,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
28.0,19,1,2,2,0,5,1,4,1,2,2,2,2,4000.0,1,1,9,1
15.0,13,5,2,2,0,1,1,0,1,1,2,2,2,0.0,0,2,1,1
54.0,16,5,1,2,0,4,1,4,4,2,2,2,2,27000.0,1,0,6,0
34.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,0
25.0,19,5,1,2,0,1,1,1,1,1,2,2,2,20000.0,4,0,1,0
18.0,15,5,1,2,0,1,1,4,1,1,2,2,2,1400.0,1,0,3,0
56.0,15,1,1,2,0,5,2,4,1,2,2,2,2,6000.0,3,0,6,1
21.0,16,5,1,2,0,1,3,4,1,1,2,2,2,20000.0,1,0,1,0
19.0,19,5,1,2,0,1,3,4,2,1,2,2,2,50.0,6,0,1,0
55.0,13,5,2,1,0,1,1,4,1,1,2,2,1,0.0,6,0,8,1
27.0,19,5,1,2,0,5,1,4,1,2,2,2,2,18000.0,1,0,8,0
36.0,10,3,2,2,0,3,3,4,1,1,2,2,2,0.0,6,2,9,0
16.0,12,5,2,2,8,5,1,0,1,2,2,2,2,0.0,6,2,8,1
59.0,21,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,6,0
19.0,15,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
36.0,21,5,1,2,0,1,3,4,2,1,2,2,2,5000.0,1,0,1,0
15.0,12,5,1,1,1,1,1,0,4,1,2,2,1,0.0,0,0,1,0
27.0,21,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
30.0,16,5,2,1,0,1,1,4,1,1,2,2,1,7700.0,6,2,1,1
44.0,10,5,1,2,0,4,1,4,1,2,2,2,2,11300.0,6,0,8,1
47.0,24,1,2,2,0,1,1,4,2,1,2,2,2,22000.0,1,2,1,1
61.0,11,1,1,1,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
52.0,23,3,2,2,0,1,1,4,2,1,2,2,2,16000.0,1,0,1,0
26.0,21,5,1,2,0,1,1,4,1,1,2,2,2,960.0,1,0,6,1
41.0,21,5,2,2,0,4,1,4,1,2,2,2,2,25000.0,6,2,6,0
46.0,17,1,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,8,1
45.0,16,3,1,2,0,1,1,4,1,1,2,2,2,12000.0,3,0,1,0
22.0,19,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,9,0
31.0,19,1,2,2,0,4,1,4,1,2,2,2,2,5000.0,2,1,6,1
51.0,21,5,2,2,0,4,1,4,1,2,2,2,2,5300.0,3,0,1,1
34.0,16,5,1,1,0,1,3,4,1,1,2,2,1,11400.0,6,0,8,1
18.0,19,5,1,2,0,1,1,4,1,1,2,2,2,9600.0,1,0,8,1
62.0,12,1,1,2,0,5,1,4,1,2,2,2,2,21000.0,1,0,1,0
24.0,13,5,1,2,0,1,1,4,1,1,2,2,2,18000.0,1,0,1,0
15.0,13,5,2,1,1,1,1,0,2,1,2,2,1,0.0,0,2,1,0
64.0,22,1,2,2,0,1,1,4,1,1,2,2,2,4200.0,6,0,1,0
55.0,16,1,1,2,0,1,1,4,4,1,2,2,2,30000.0,1,0,1,0
44.0,11,1,2,2,0,4,1,4,4,2,2,2,2,8000.0,1,2,8,0
57.0,14,5,1,1,0,1,1,4,1,1,2,2,1,12000.0,6,0,1,1
17.0,14,5,1,2,2,1,1,4,1,1,2,2,2,0.0,6,0,1,1
21.0,14,5,1,2,0,1,1,4,2,1,2,2,2,180.0,6,0,1,0
23.0,21,5,2,2,0,1,3,4,4,1,2,2,2,17800.0,1,2,1,0
33.0,19,5,1,2,0,1,1,2,1,1,2,2,2,8000.0,1,0,1,1
34.0,16,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,1,0
41.0,16,5,2,2,0,5,1,4,1,2,2,2,2,10000.0,1,2,1,0
20.0,19,5,1,2,0,1,1,4,4,1,2,2,2,7000.0,1,0,1,0
28.0,14,3,2,1,0,5,2,4,4,2,2,1,2,16000.0,1,2,1,1
57.0,16,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,1
58.0,21,1,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,0
16.0,13,5,1,2,1,1,1,0,2,1,2,2,2,0.0,6,0,6,0
28.0,21,1,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,6,0
60.0,22,3,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
53.0,9,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,8,0
55.0,19,5,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,1
42.0,1,1,1,2,0,4,1,4,1,2,2,2,2,30000.0,1,0,6,1
50.0,16,3,1,1,0,4,1,4,4,2,2,2,1,19200.0,1,0,1,1
32.0,22,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
60.0,20,2,2,1,0,1,1,4,1,1,1,1,1,10800.0,6,0,1,1
62.0,21,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,6,0
49.0,17,1,2,2,0,4,1,4,1,2,2,2,2,30000.0,1,2,1,0
21.0,16,5,2,2,0,1,1,4,4,1,2,2,2,7000.0,1,2,6,0
33.0,16,5,1,2,0,4,1,4,4,2,2,2,2,20000.0,1,0,6,1
28.0,16,5,2,2,0,1,1,4,1,1,2,2,2,12000.0,1,2,1,0
19.0,19,5,2,2,0,5,1,4,1,2,2,2,2,5000.0,1,2,8,0
40.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
16.0,13,5,2,2,7,1,1,0,2,1,2,2,2,2000.0,1,2,1,1
40.0,16,5,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,6,0
27.0,21,5,1,2,0,1,1,4,1,1,2,2,2,5000.0,3,0,2,0
18.0,16,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,6,0
22.0,19,5,2,2,0,1,1,4,2,1,2,2,2,15000.0,1,2,1,0
49.0,21,3,2,2,0,1,1,4,1,1,2,2,2,25000.0,1,2,1,0
29.0,19,5,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,2,0
46.0,16,5,1,2,0,1,1,4,1,1,2,2,2,21000.0,1,0,1,0
48.0,10,1,1,2,0,5,1,4,1,2,2,2,2,6000.0,1,0,1,0
24.0,22,1,2,2,0,1,1,4,1,1,2,2,2,200.0,6,2,1,0
46.0,19,1,2,2,0,1,1,4,2,1,2,2,2,12000.0,1,2,1,0
23.0,16,5,1,2,0,1,3,4,4,1,2,2,2,24000.0,6,0,2,0
24.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,2,1
48.0,21,5,1,2,0,1,1,4,1,1,2,2,2,24200.0,1,0,1,0
56.0,21,1,2,2,0,1,1,4,1,1,2,2,2,24000.0,1,0,1,0
58.0,19,3,2,2,0,1,1,4,2,1,2,2,2,24700.0,6,0,8,0
29.0,16,5,1,2,0,1,1,4,1,1,2,2,2,22100.0,1,0,1,0
27.0,18,5,2,2,0,1,1,4,1,1,2,2,2,26000.0,1,2,1,0
33.0,18,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
38.0,21,3,1,2,0,1,1,4,2,1,2,2,2,6030.0,1,0,6,1
17.0,16,5,2,2,7,1,3,4,4,1,2,2,2,0.0,6,2,2,1
32.0,16,5,1,2,0,1,1,4,2,1,2,2,2,27000.0,1,0,1,0
46.0,18,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,1
43.0,19,5,1,2,0,1,1,4,1,1,2,2,2,17000.0,1,0,2,0
28.0,16,5,2,2,0,1,1,4,1,1,2,2,2,24400.0,1,2,1,1
46.0,16,5,1,2,0,5,1,4,2,2,2,2,2,26000.0,1,0,8,0
34.0,21,5,1,1,0,1,3,4,1,1,2,2,1,0.0,6,0,1,1
29.0,22,1,2,2,0,5,3,4,4,2,2,2,2,0.0,6,2,6,0
15.0,11,5,1,2,1,1,1,0,2,1,2,2,2,0.0,0,0,9,0
56.0,19,5,2,1,0,1,1,4,1,1,2,2,1,0.0,6,0,8,1
40.0,16,1,2,2,0,4,1,4,1,2,2,2,2,730.0,1,2,8,0
20.0,20,5,2,2,0,5,1,4,1,2,2,2,2,24000.0,1,2,8,1
18.0,14,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,1
52.0,21,1,1,2,0,4,1,4,1,2,2,2,2,7600.0,6,0,6,1
28.0,20,3,1,2,0,1,1,4,1,1,2,2,2,30000.0,6,0,1,1
26.0,19,5,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,6,0
64.0,20,3,2,2,0,4,1,4,1,2,2,2,2,2400.0,6,0,1,0
41.0,9,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
17.0,14,5,2,2,0,1,3,4,1,1,2,2,2,0.0,6,2,1,0
15.0,13,5,1,2,7,5,3,0,1,2,2,2,2,0.0,0,0,6,0
49.0,17,5,1,1,0,4,3,4,1,2,2,2,1,0.0,6,0,6,0
28.0,17,5,1,2,0,1,3,4,4,1,2,2,2,7600.0,6,0,1,1
24.0,20,5,2,2,0,1,1,4,1,1,2,2,2,7900.0,1,2,1,1
24.0,21,5,2,2,0,1,3,4,1,1,2,2,2,7500.0,1,2,2,0
62.0,1,2,2,2,0,4,1,4,1,2,2,2,2,7810.0,6,0,6,1
64.0,9,5,2,2,0,4,1,4,1,2,2,2,2,20000.0,1,0,6,1
54.0,18,1,2,2,0,4,1,4,1,2,2,2,2,50.0,1,0,6,1
19.0,14,5,2,1,0,1,3,4,1,1,2,2,1,15000.0,6,2,2,1
27.0,16,5,1,2,0,1,1,4,2,1,2,2,2,2500.0,3,0,1,0
30.0,16,5,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,8,0
38.0,16,1,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
26.0,16,5,1,2,0,1,1,4,2,1,2,2,2,4200.0,1,0,1,0
27.0,21,5,1,2,0,5,1,4,2,2,2,2,2,15000.0,3,0,1,0
62.0,1,5,2,1,0,1,1,4,1,1,2,2,2,13800.0,6,0,1,1
33.0,21,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,1
57.0,16,2,2,1,0,4,1,4,1,2,2,2,2,3200.0,6,0,7,1
34.0,21,1,2,2,0,1,2,4,1,1,2,2,2,1200.0,1,2,1,0
22.0,19,5,2,2,0,1,3,4,1,1,2,2,2,20000.0,1,2,1,0
33.0,21,1,1,2,0,5,1,4,1,2,2,2,2,12000.0,1,0,1,0
46.0,19,5,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,1,0
21.0,16,5,2,2,0,1,1,4,4,1,2,2,2,6000.0,1,2,1,0
28.0,16,5,2,1,0,1,3,4,1,1,2,2,1,1000.0,1,2,1,1
37.0,19,5,1,2,0,1,1,4,1,1,2,2,2,12300.0,1,0,1,0
32.0,16,5,1,2,0,1,1,4,1,1,2,2,2,18000.0,1,0,8,0
16.0,13,5,2,2,0,1,1,0,1,1,2,2,2,0.0,6,2,2,0
40.0,18,1,2,1,0,1,3,4,2,1,2,2,1,0.0,3,2,1,1
43.0,1,5,2,2,0,5,1,4,4,2,2,2,2,0.0,6,2,6,0
42.0,14,1,1,2,0,5,1,4,1,2,2,2,2,25500.0,1,0,1,1
17.0,14,5,2,2,2,1,1,4,4,1,2,2,2,0.0,6,2,8,1
19.0,19,5,1,2,0,1,1,4,1,1,2,2,2,4600.0,6,0,1,1
61.0,16,5,2,2,0,1,1,4,1,1,2,2,2,11000.0,1,0,1,0
37.0,19,1,2,2,0,1,3,4,1,1,2,2,2,25000.0,1,2,1,0
28.0,16,5,2,2,0,1,1,4,1,1,2,2,2,500.0,6,2,2,1
46.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
29.0,21,1,2,2,0,1,1,4,1,1,2,2,2,4100.0,1,2,1,0
43.0,16,1,1,2,0,1,1,4,4,1,2,2,2,0.0,3,0,1,1
47.0,19,1,2,2,0,4,1,4,1,2,2,2,2,14500.0,1,2,6,0
22.0,19,5,1,2,0,1,1,4,2,1,2,2,2,15000.0,1,0,1,1
36.0,22,1,2,2,0,1,1,4,4,1,2,2,2,30000.0,1,1,6,0
15.0,12,5,1,2,7,1,1,0,2,1,2,2,2,0.0,0,0,9,0
19.0,14,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,2,1
62.0,20,3,2,1,0,1,1,4,1,1,2,2,2,15500.0,6,0,1,1
36.0,21,1,1,1,0,1,1,4,1,1,2,2,1,24300.0,1,0,1,0
27.0,16,5,1,1,0,1,3,4,2,1,2,2,1,2400.0,6,0,1,1
30.0,23,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
63.0,16,3,1,2,0,1,1,4,1,1,2,2,2,21600.0,6,0,1,0
61.0,19,3,1,2,0,4,1,4,1,2,2,2,2,12000.0,6,0,6,1
54.0,11,2,1,2,0,1,1,4,1,1,2,2,2,10700.0,6,0,1,1
18.0,18,5,2,2,0,1,1,4,2,1,2,2,2,1700.0,1,2,9,0
25.0,15,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
54.0,13,5,2,1,0,5,1,4,4,2,2,2,2,0.0,6,0,1,1
16.0,13,5,2,2,1,1,1,0,2,1,2,2,2,0.0,6,2,1,0
62.0,16,1,2,1,0,1,1,4,1,1,2,2,1,3400.0,6,0,1,0
49.0,16,5,2,2,0,5,1,4,1,2,2,2,2,24600.0,1,2,1,0
23.0,21,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,1,0
19.0,19,5,1,2,0,5,1,4,2,2,2,2,2,0.0,6,0,6,0
42.0,22,1,1,2,0,1,3,4,1,1,2,2,2,15000.0,1,0,1,1
19.0,19,5,1,2,0,1,1,4,1,1,2,2,2,4560.0,6,0,3,1
16.0,14,5,1,2,1,1,1,0,1,1,2,2,2,0.0,6,0,6,0
63.0,9,1,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,1
60.0,11,1,2,2,0,4,1,4,1,2,2,2,2,3600.0,6,0,9,1
16.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,6,0,1,0
24.0,16,5,2,2,0,1,3,4,1,1,2,2,2,26300.0,1,2,1,0
20.0,19,5,1,2,0,1,1,4,2,1,2,2,2,4000.0,6,0,1,0
51.0,16,3,1,2,0,1,1,4,4,1,2,2,2,19000.0,1,0,2,1
16.0,14,5,2,2,1,1,1,0,2,1,2,2,2,0.0,6,2,1,1
30.0,15,1,1,2,0,1,1,4,1,1,2,2,2,18000.0,2,0,3,1
